Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity
3,Friday,18-30,Male,High school,Employee,1-5 yr,Public (13?45 seats),Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,Moving Backward,Not a Pedestrian,Changing lane,Slight Injury
3,Friday,18-30,Male,High school,Employee,1-5 yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Normal,Collision with pedestrians,1,Moving Backward,Not a Pedestrian,No priority to pedestrian,Slight Injury
2,Thursday,18-30,Male,High school,Employee,1-5 yr,Public 1,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,2,Turnover,Not a Pedestrian,Moving Backward,Serious Injury
2,Thursday,18-30,Male,High school,Employee,Above 10yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Dry,Daylight,Normal,Unknown,2,Unknown,Not a Pedestrian,Overtaking,Serious Injury
2,Friday,31-50,Male,High school,Employee,Above 10yr,Auto,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,Changing lane,Slight Injury
2,Friday,31-50,Male,Elementary school,Employee,5-10yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Unknown,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
0,Monday,Over 51,Male,Unknown,Employee,Unknown,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Unknown,2,Going straight,Not a Pedestrian,Overtaking,Slight Injury
0,Monday,31-50,Male,Unknown,Employee,1-5 yr,Dry 2,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Unknown,2,Unknown,Not a Pedestrian,Overloading,Slight Injury
2,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Dry 2,Owner,Unknown,Tangent road with mountainous terrain and,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,Unknown,Slight Injury
2,Sunday,Under 18,Male,High school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
2,Tuesday,31-50,Male,High school,Employee,Above 10yr,Public 1,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,2,Reversing,Not a Pedestrian,Changing lane,Serious Injury
2,Tuesday,Under 18,Male,High school,Employee,5-10yr,Unknown,Owner,Two-way (divided with broken lines road marking),Sharp reverse curve,Crossing,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,2,Unknown,Not a Pedestrian,Moving Backward,Serious Injury
1,Saturday,18-30,Male,High school,Employee,Above 10yr,Public 1,Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Turnover,Not a Pedestrian,Changing lane,Slight Injury
1,Saturday,18-30,Male,Elementary school,Employee,Below 1yr,Unknown,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
3,Wednesday,31-50,Male,Elementary school,Employee,5-10yr,Public 1,Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
3,Wednesday,Under 18,Male,Elementary school,Employee,1-5 yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
1,Sunday,Over 51,Male,Elementary school,Employee,5-10yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,No distancing,Slight Injury
3,Wednesday,31-50,Male,Elementary school,Employee,5-10yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - no lighting,Raining,Rollover,2,Going straight,Pedestrian,No distancing,Slight Injury
3,Wednesday,Under 18,Male,Elementary school,Employee,1-5 yr,Special vehicle,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,Going straight,Pedestrian,Moving Backward,Slight Injury
2,Friday,18-30,Male,Elementary school,Employee,5-10yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Sharp reverse curve,Y Shape,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,3,Going straight,Not a Pedestrian,Changing lane,Slight Injury
2,Friday,18-30,Male,Unknown,Unknown,5-10yr,Dry 2,Owner,Two way,Sharp reverse curve,Y Shape,Asphalt,Dry,Daylight,Normal,Collision with pedestrians,3,Going straight,Pedestrian,No priority to pedestrian,Slight Injury
2,Friday,Over 51,Male,High school,Employee,Above 10yr,Public (> 45 seats),Owner,Two way,Gentle horizontal curve,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
0,Tuesday,31-50,Male,High school,Employee,Above 10yr,Auto,Owner,Two way,Gentle horizontal curve,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
0,Tuesday,Over 51,Male,Elementary school,Employee,Below 1yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Overtaking,Serious Injury
2,Sunday,Under 18,Male,Elementary school,Employee,5-10yr,Auto,Owner,Unknown,Tangent road with mountainous terrain and,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Overloading,Slight Injury
2,Saturday,18-30,Male,Elementary school,Employee,1-5 yr,Dry 1,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Improper parking,Slight Injury
2,Saturday,18-30,Male,Elementary school,Employee,Above 10yr,Dry 1,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,Not a Pedestrian,Unknown,Slight Injury
3,Friday,31-50,Male,Elementary school,Employee,1-5 yr,Dry 1,Owner,Unknown,Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,1,Unknown,Not a Pedestrian,Changing lane,Serious Injury
3,Thursday,18-30,Male,High school,Employee,Above 10yr,Dry 1,Owner,Two-way (divided with broken lines road marking),Steep grade upward with mountainous terrain,No junction,Asphalt,Dry,Daylight,Raining,Rollover,1,Going straight,Pedestrian,Changing lane,Slight Injury
1,Friday,18-30,Male,High school,Employee,Below 1yr,Special vehicle,Governmental,Two way,Tangent road with flat terrain,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Reversing,Unknown,No priority to pedestrian,Slight Injury
1,Friday,31-50,Male,High school,Employee,1-5 yr,Dry 1,Governmental,Two way,Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,Going straight,Not a Pedestrian,Driving at high speed,Slight Injury
1,Sunday,18-30,Male,Elementary school,Employee,5-10yr,Unknown,Organization,Two-way (divided with broken lines road marking),Gentle horizontal curve,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,Changing lane,Slight Injury
1,Sunday,18-30,Male,Elementary school,Employee,5-10yr,Unknown,Organization,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury
1,Sunday,18-30,Male,Elementary school,Employee,1-5 yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,Unknown,Not a Pedestrian,Changing lane,Slight Injury
1,Sunday,Over 51,Male,Elementary school,Employee,Unknown,Unknown,Governmental,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,Stopping,Not a Pedestrian,No distancing,Slight Injury
1,Sunday,Over 51,Male,High school,Employee,1-5 yr,Unknown,Owner,Unknown,Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,No priority to pedestrian,Slight Injury
0,Tuesday,31-50,Male,Unknown,Employee,5-10yr,Auto,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Unknown,Not a Pedestrian,No distancing,Slight Injury
0,Tuesday,Unknown,Female,Elementary school,Owner,1-5 yr,Unknown,Owner,Unknown,Unknown,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury
0,Tuesday,Unknown,Female,High school,Employee,5-10yr,Auto,Governmental,Unknown,Tangent road with mild grade and flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,Unknown,Slight Injury
2,Sunday,31-50,Male,High school,Employee,1-5 yr,Public (13?45 seats),Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
2,Sunday,Under 18,Male,High school,Employee,1-5 yr,Dry 2,Unknown,Unknown,Unknown,Y Shape,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
3,Friday,18-30,Male,High school,Employee,5-10yr,Unknown,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
1,Wednesday,31-50,Male,High school,Employee,Below 1yr,Unknown,Owner,Unknown,Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
1,Wednesday,31-50,Male,High school,Employee,Unknown,Dry 2,Owner,Two way,Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
0,Tuesday,Over 51,Male,High school,Employee,Below 1yr,Unknown,Owner,Unknown,Tangent road with flat terrain,No junction,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
0,Tuesday,31-50,Male,High school,Employee,1-5 yr,Dry 2,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
0,Sunday,31-50,Male,High school,Employee,5-10yr,Dry 2,Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
0,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Dry 2,Owner,Two way,Escarpments,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Reversing,Not a Pedestrian,Changing lane,Slight Injury
0,Thursday,31-50,Male,Unknown,Owner,5-10yr,Unknown,Owner,One way,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
0,Thursday,31-50,Male,High school,Employee,5-10yr,Auto,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
0,Thursday,Over 51,Male,High school,Owner,5-10yr,Auto,Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,Unknown,Slight Injury
0,Friday,18-30,Male,Illiterate,Employee,1-5 yr,Dry 2,Owner,Unknown,Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Getting off,Not a Pedestrian,Unknown,Slight Injury
0,Friday,Under 18,Male,High school,Employee,5-10yr,Dry 2,Owner,One way,Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,No distancing,Slight Injury
3,Monday,Unknown,Female,High school,Employee,Below 1yr,Unknown,Owner,One way,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
2,Tuesday,Under 18,Male,Elementary school,Employee,1-5 yr,Unknown,Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
1,Friday,Unknown,Female,Elementary school,Employee,1-5 yr,Public 1,Owner,Two way,Tangent road with flat terrain,Crossing,Unknown,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,Turnover,Not a Pedestrian,No distancing,Slight Injury
1,Friday,18-30,Male,Elementary school,Employee,5-10yr,Dry 2,Unknown,Unknown,Unknown,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,Entering a junction,Not a Pedestrian,Changing lane,Slight Injury
1,Friday,18-30,Female,High school,Employee,5-10yr,Unknown,Owner,Unknown,Tangent road with rolling terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,Entering a junction,Not a Pedestrian,Driving carelessly,Slight Injury
1,Tuesday,18-30,Male,Elementary school,Owner,1-5 yr,Public (> 45 seats),Owner,Two way,Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Entering a junction,Not a Pedestrian,Overtaking,Slight Injury
2,Friday,31-50,Male,High school,Employee,5-10yr,Auto,Unknown,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Unknown,Not a Pedestrian,Unknown,Slight Injury
2,Monday,18-30,Male,High school,Employee,Below 1yr,Auto,Owner,Unknown,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Entering a junction,Unknown,Driving to the left,Slight Injury
2,Monday,Over 51,Male,High school,Employee,5-10yr,Dry 2,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Turnover,Not a Pedestrian,Driving at high speed,Slight Injury
2,Monday,Over 51,Male,High school,Employee,Above 10yr,Unknown,Governmental,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Entering a junction,Not a Pedestrian,Unknown,Slight Injury
0,Sunday,Over 51,Male,High school,Employee,5-10yr,Public (13?45 seats),Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Entering a junction,Not a Pedestrian,Changing lane,Slight Injury
0,Sunday,Over 51,Male,Elementary school,Employee,1-5 yr,Unknown,Governmental,Unknown,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Entering a junction,Not a Pedestrian,No distancing,Slight Injury
0,Sunday,31-50,Male,High school,Employee,Unknown,Unknown,Owner,Two way,Gentle horizontal curve,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Entering a junction,Not a Pedestrian,Unknown,Slight Injury
0,Sunday,31-50,Male,High school,Employee,1-5 yr,Two way,Owner,Two way,Gentle horizontal curve,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,Entering a junction,Not a Pedestrian,No priority to vehicle,Slight Injury
0,Sunday,31-50,Male,High school,Employee,Above 10yr,Dry 2,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,Changing lane,Slight Injury
2,Thursday,Unknown,Female,High school,Employee,1-5 yr,Dry 2,Owner,Two way,Gentle horizontal curve,No junction,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
